date	artist	song
3/18/00	Destiny's Child	Say My Name
3/11/00	Lonestar	Amazed
3/4/00	Lonestar	Amazed
2/26/00	Savage Garden	I Knew I Loved You
2/19/00	Mariah Carey Featuring Joe & 98 Degrees	Thank God I Found You
2/12/00	Savage Garden	I Knew I Loved You
2/5/00	Savage Garden	I Knew I Loved You
1/29/00	Savage Garden	I Knew I Loved You
1/22/00	Christina Aguilera	What A Girl Wants
1/15/00	Christina Aguilera	What A Girl Wants
1/8/00	Santana Featuring Rob Thomas	Smooth
1/1/00	Santana Featuring Rob Thomas	Smooth
12/25/99	Santana Featuring Rob Thomas	Smooth
12/18/99	Santana Featuring Rob Thomas	Smooth
12/11/99	Santana Featuring Rob Thomas	Smooth
12/4/99	Santana Featuring Rob Thomas	Smooth
11/27/99	Santana Featuring Rob Thomas	Smooth
11/20/99	Santana Featuring Rob Thomas	Smooth
11/13/99	Santana Featuring Rob Thomas	Smooth
11/6/99	Santana Featuring Rob Thomas	Smooth
10/30/99	Santana Featuring Rob Thomas	Smooth
10/23/99	Santana Featuring Rob Thomas	Smooth
10/16/99	Mariah Carey Featuring Jay-Z	Heartbreaker
10/9/99	Mariah Carey Featuring Jay-Z	Heartbreaker
10/2/99	TLC	Unpretty
9/25/99	TLC	Unpretty
9/18/99	TLC	Unpretty
9/11/99	Enrique Iglesias	Bailamos
9/4/99	Enrique Iglesias	Bailamos
8/28/99	Christina Aguilera	Genie In A Bottle
8/21/99	Christina Aguilera	Genie In A Bottle
8/14/99	Christina Aguilera	Genie In A Bottle
8/7/99	Christina Aguilera	Genie In A Bottle
7/31/99	Christina Aguilera	Genie In A Bottle
7/24/99	Will Smith Featuring Dru Hill & Kool Mo Dee	Wild Wild West
7/17/99	Destiny's Child	Bills, Bills, Bills
7/10/99	Jennifer Lopez	If You Had My Love
7/3/99	Jennifer Lopez	If You Had My Love
6/26/99	Jennifer Lopez	If You Had My Love
6/19/99	Jennifer Lopez	If You Had My Love
6/12/99	Jennifer Lopez	If You Had My Love
6/5/99	Ricky Martin	Livin' La Vida Loca
5/29/99	Ricky Martin	Livin' La Vida Loca
5/22/99	Ricky Martin	Livin' La Vida Loca
5/15/99	Ricky Martin	Livin' La Vida Loca
5/8/99	Ricky Martin	Livin' La Vida Loca
5/1/99	TLC	No Scrubs
4/24/99	TLC	No Scrubs
4/17/99	TLC	No Scrubs
4/10/99	TLC	No Scrubs
4/3/99	Cher	Believe
3/27/99	Cher	Believe
3/20/99	Cher	Believe
3/13/99	Cher	Believe
3/6/99	Monica	Angel Of Mine
2/27/99	Monica	Angel Of Mine
2/20/99	Monica	Angel Of Mine
2/13/99	Monica	Angel Of Mine
2/6/99	Britney Spears	...Baby One More Time
1/30/99	Britney Spears	...Baby One More Time
1/23/99	Brandy	Have You Ever?
1/16/99	Brandy	Have You Ever?
1/9/99	R. Kelly & Celine Dion	I'm Your Angel
1/2/99	R. Kelly & Celine Dion	I'm Your Angel
12/26/98	R. Kelly & Celine Dion	I'm Your Angel
12/19/98	R. Kelly & Celine Dion	I'm Your Angel
12/12/98	R. Kelly & Celine Dion	I'm Your Angel
12/5/98	R. Kelly & Celine Dion	I'm Your Angel
11/28/98	Divine	Lately
11/21/98	Lauryn Hill	Doo Wop (That Thing)
11/14/98	Lauryn Hill	Doo Wop (That Thing)
11/7/98	Monica	The First Night
10/31/98	Monica	The First Night
10/24/98	Monica	The First Night
10/17/98	Barenaked Ladies	One Week
10/10/98	Monica	The First Night
10/3/98	Monica	The First Night
9/26/98	Aerosmith	I Don't Want To Miss A Thing
9/19/98	Aerosmith	I Don't Want To Miss A Thing
9/12/98	Aerosmith	I Don't Want To Miss A Thing
9/5/98	Aerosmith	I Don't Want To Miss A Thing
8/29/98	Brandy & Monica	The Boy Is Mine
8/22/98	Brandy & Monica	The Boy Is Mine
8/15/98	Brandy & Monica	The Boy Is Mine
8/8/98	Brandy & Monica	The Boy Is Mine
8/1/98	Brandy & Monica	The Boy Is Mine
7/25/98	Brandy & Monica	The Boy Is Mine
7/18/98	Brandy & Monica	The Boy Is Mine
7/11/98	Brandy & Monica	The Boy Is Mine
7/4/98	Brandy & Monica	The Boy Is Mine
6/27/98	Brandy & Monica	The Boy Is Mine
6/20/98	Brandy & Monica	The Boy Is Mine
6/13/98	Brandy & Monica	The Boy Is Mine
6/6/98	Brandy & Monica	The Boy Is Mine
5/30/98	Next	Too Close
5/23/98	Mariah Carey	My All
5/16/98	Next	Too Close
5/9/98	Next	Too Close
5/2/98	Next	Too Close
4/25/98	Next	Too Close
4/18/98	K-Ci & JoJo	All My Life
4/11/98	K-Ci & JoJo	All My Life
4/4/98	K-Ci & JoJo	All My Life
3/28/98	Will Smith	Gettin' Jiggy Wit It
3/21/98	Will Smith	Gettin' Jiggy Wit It
3/14/98	Will Smith	Gettin' Jiggy Wit It
3/7/98	Celine Dion	My Heart Will Go On
2/28/98	Celine Dion	My Heart Will Go On
2/21/98	Usher	Nice & Slow
2/14/98	Usher	Nice & Slow
2/7/98	Janet	Together Again
1/31/98	Janet	Together Again
1/24/98	Savage Garden	Truly Madly Deeply
1/17/98	Savage Garden	Truly Madly Deeply
1/10/98	Elton John	Candle In The Wind 1997/Something About The Way You Look Tonight
1/3/98	Elton John	Candle In The Wind 1997/Something About The Way You Look Tonight
12/27/97	Elton John	Candle In The Wind 1997/Something About The Way You Look Tonight
12/20/97	Elton John	Candle In The Wind 1997/Something About The Way You Look Tonight
12/13/97	Elton John	Candle In The Wind 1997/Something About The Way You Look Tonight
12/6/97	Elton John	Candle In The Wind 1997/Something About The Way You Look Tonight
11/29/97	Elton John	Candle In The Wind 1997/Something About The Way You Look Tonight
11/22/97	Elton John	Candle In The Wind 1997/Something About The Way You Look Tonight
11/15/97	Elton John	Candle In The Wind 1997/Something About The Way You Look Tonight
11/8/97	Elton John	Candle In The Wind 1997/Something About The Way You Look Tonight
11/1/97	Elton John	Candle In The Wind 1997/Something About The Way You Look Tonight
10/25/97	Elton John	Candle In The Wind 1997/Something About The Way You Look Tonight
10/18/97	Elton John	Candle In The Wind 1997/Something About The Way You Look Tonight
10/11/97	Elton John	Candle In The Wind 1997/Something About The Way You Look Tonight
10/4/97	Boyz II Men	4 Seasons Of Loneliness
9/27/97	Mariah Carey	Honey
9/20/97	Mariah Carey	Honey
9/13/97	Mariah Carey	Honey
9/6/97	The Notorious B.I.G. Featuring Puff Daddy & Mase	Mo Money Mo Problems
8/30/97	The Notorious B.I.G. Featuring Puff Daddy & Mase	Mo Money Mo Problems
8/23/97	Puff Daddy & Faith Evans Featuring 112	I'll Be Missing You
8/16/97	Puff Daddy & Faith Evans Featuring 112	I'll Be Missing You
8/9/97	Puff Daddy & Faith Evans Featuring 112	I'll Be Missing You
8/2/97	Puff Daddy & Faith Evans Featuring 112	I'll Be Missing You
7/26/97	Puff Daddy & Faith Evans Featuring 112	I'll Be Missing You
7/19/97	Puff Daddy & Faith Evans Featuring 112	I'll Be Missing You
7/12/97	Puff Daddy & Faith Evans Featuring 112	I'll Be Missing You
7/5/97	Puff Daddy & Faith Evans Featuring 112	I'll Be Missing You
6/28/97	Puff Daddy & Faith Evans Featuring 112	I'll Be Missing You
6/21/97	Puff Daddy & Faith Evans Featuring 112	I'll Be Missing You
6/14/97	Puff Daddy & Faith Evans Featuring 112	I'll Be Missing You
6/7/97	Hanson	MMMBop
5/31/97	Hanson	MMMBop
5/24/97	Hanson	MMMBop
5/17/97	The Notorious B.I.G.	Hypnotize
5/10/97	The Notorious B.I.G.	Hypnotize
5/3/97	The Notorious B.I.G.	Hypnotize
4/26/97	Puff Daddy (Featuring Mase)	Can't Nobody Hold Me Down
4/19/97	Puff Daddy (Featuring Mase)	Can't Nobody Hold Me Down
4/12/97	Puff Daddy (Featuring Mase)	Can't Nobody Hold Me Down
4/5/97	Puff Daddy (Featuring Mase)	Can't Nobody Hold Me Down
3/29/97	Puff Daddy (Featuring Mase)	Can't Nobody Hold Me Down
3/22/97	Puff Daddy (Featuring Mase)	Can't Nobody Hold Me Down
3/15/97	Spice Girls	Wannabe
3/8/97	Spice Girls	Wannabe
3/1/97	Spice Girls	Wannabe
2/22/97	Spice Girls	Wannabe
2/15/97	Toni Braxton	Un-Break My Heart
2/8/97	Toni Braxton	Un-Break My Heart
2/1/97	Toni Braxton	Un-Break My Heart
1/25/97	Toni Braxton	Un-Break My Heart
1/18/97	Toni Braxton	Un-Break My Heart
1/11/97	Toni Braxton	Un-Break My Heart
1/4/97	Toni Braxton	Un-Break My Heart
12/28/96	Toni Braxton	Un-Break My Heart
12/21/96	Toni Braxton	Un-Break My Heart
12/14/96	Toni Braxton	Un-Break My Heart
12/7/96	Toni Braxton	Un-Break My Heart
11/30/96	BLACKstreet (Featuring Dr. Dre)	No Diggity
11/23/96	BLACKstreet (Featuring Dr. Dre)	No Diggity
11/16/96	BLACKstreet (Featuring Dr. Dre)	No Diggity
11/9/96	BLACKstreet (Featuring Dr. Dre)	No Diggity
11/2/96	Los Del Rio	Macarena (Bayside Boys Mix)
10/26/96	Los Del Rio	Macarena (Bayside Boys Mix)
10/19/96	Los Del Rio	Macarena (Bayside Boys Mix)
10/12/96	Los Del Rio	Macarena (Bayside Boys Mix)
10/5/96	Los Del Rio	Macarena (Bayside Boys Mix)
9/28/96	Los Del Rio	Macarena (Bayside Boys Mix)
9/21/96	Los Del Rio	Macarena (Bayside Boys Mix)
9/14/96	Los Del Rio	Macarena (Bayside Boys Mix)
9/7/96	Los Del Rio	Macarena (Bayside Boys Mix)
8/31/96	Los Del Rio	Macarena (Bayside Boys Mix)
8/24/96	Los Del Rio	Macarena (Bayside Boys Mix)
8/17/96	Los Del Rio	Macarena (Bayside Boys Mix)
8/10/96	Los Del Rio	Macarena (Bayside Boys Mix)
8/3/96	Los Del Rio	Macarena (Bayside Boys Mix)
7/27/96	Toni Braxton	You're Makin' Me High/Let It Flow
7/20/96	2Pac Featuring K-Ci And JoJo	How Do U Want It/California Love
7/13/96	2Pac Featuring K-Ci And JoJo	How Do U Want It/California Love
7/6/96	Bone Thugs-N-Harmony	Tha Crossroads
6/29/96	Bone Thugs-N-Harmony	Tha Crossroads
6/22/96	Bone Thugs-N-Harmony	Tha Crossroads
6/15/96	Bone Thugs-N-Harmony	Tha Crossroads
6/8/96	Bone Thugs-N-Harmony	Tha Crossroads
6/1/96	Bone Thugs-N-Harmony	Tha Crossroads
5/25/96	Bone Thugs-N-Harmony	Tha Crossroads
5/18/96	Bone Thugs-N-Harmony	Tha Crossroads
5/11/96	Mariah Carey	Always Be My Baby
5/4/96	Mariah Carey	Always Be My Baby
4/27/96	Celine Dion	Because You Loved Me (From "Up Close & Personal")
4/20/96	Celine Dion	Because You Loved Me (From "Up Close & Personal")
4/13/96	Celine Dion	Because You Loved Me (From "Up Close & Personal")
4/6/96	Celine Dion	Because You Loved Me (From "Up Close & Personal")
3/30/96	Celine Dion	Because You Loved Me (From "Up Close & Personal")
3/23/96	Celine Dion	Because You Loved Me (From "Up Close & Personal")
3/16/96	Mariah Carey & Boyz II Men	One Sweet Day
3/9/96	Mariah Carey & Boyz II Men	One Sweet Day
3/2/96	Mariah Carey & Boyz II Men	One Sweet Day
2/24/96	Mariah Carey & Boyz II Men	One Sweet Day
2/17/96	Mariah Carey & Boyz II Men	One Sweet Day
2/10/96	Mariah Carey & Boyz II Men	One Sweet Day
2/3/96	Mariah Carey & Boyz II Men	One Sweet Day
1/27/96	Mariah Carey & Boyz II Men	One Sweet Day
1/20/96	Mariah Carey & Boyz II Men	One Sweet Day
1/13/96	Mariah Carey & Boyz II Men	One Sweet Day
1/6/96	Mariah Carey & Boyz II Men	One Sweet Day
12/30/95	Mariah Carey & Boyz II Men	One Sweet Day
12/23/95	Mariah Carey & Boyz II Men	One Sweet Day
12/16/95	Mariah Carey & Boyz II Men	One Sweet Day
12/9/95	Mariah Carey & Boyz II Men	One Sweet Day
12/2/95	Mariah Carey & Boyz II Men	One Sweet Day
11/25/95	Whitney Houston	Exhale (Shoop Shoop) (From "Waiting To Exhale")
11/18/95	Mariah Carey	Fantasy
11/11/95	Mariah Carey	Fantasy
11/4/95	Mariah Carey	Fantasy
10/28/95	Mariah Carey	Fantasy
10/21/95	Mariah Carey	Fantasy
10/14/95	Mariah Carey	Fantasy
10/7/95	Mariah Carey	Fantasy
9/30/95	Mariah Carey	Fantasy
9/23/95	Coolio Featuring L.V.	Gangsta's Paradise (From "Dangerous Minds")
9/16/95	Coolio Featuring L.V.	Gangsta's Paradise (From "Dangerous Minds")
9/9/95	Coolio Featuring L.V.	Gangsta's Paradise (From "Dangerous Minds")
9/2/95	Michael Jackson	You Are Not Alone
8/26/95	Seal	Kiss From A Rose
8/19/95	TLC	Waterfalls
8/12/95	TLC	Waterfalls
8/5/95	TLC	Waterfalls
7/29/95	TLC	Waterfalls
7/22/95	TLC	Waterfalls
7/15/95	TLC	Waterfalls
7/8/95	TLC	Waterfalls
7/1/95	Bryan Adams	Have You Ever Really Loved A Woman?
6/24/95	Bryan Adams	Have You Ever Really Loved A Woman?
6/17/95	Bryan Adams	Have You Ever Really Loved A Woman?
6/10/95	Bryan Adams	Have You Ever Really Loved A Woman?
6/3/95	Bryan Adams	Have You Ever Really Loved A Woman?
5/27/95	Montell Jordan	This Is How We Do It
5/20/95	Montell Jordan	This Is How We Do It
5/13/95	Montell Jordan	This Is How We Do It
5/6/95	Montell Jordan	This Is How We Do It
4/29/95	Montell Jordan	This Is How We Do It
4/22/95	Montell Jordan	This Is How We Do It
4/15/95	Montell Jordan	This Is How We Do It
4/8/95	Madonna	Take A Bow
4/1/95	Madonna	Take A Bow
3/25/95	Madonna	Take A Bow
3/18/95	Madonna	Take A Bow
3/11/95	Madonna	Take A Bow
3/4/95	Madonna	Take A Bow
2/25/95	Madonna	Take A Bow
2/18/95	TLC	Creep
2/11/95	TLC	Creep
2/4/95	TLC	Creep
1/28/95	TLC	Creep
1/21/95	Boyz II Men	On Bended Knee
1/14/95	Boyz II Men	On Bended Knee
1/7/95	Boyz II Men	On Bended Knee
12/31/94	Boyz II Men	On Bended Knee
12/24/94	Ini Kamoze	Here Comes The Hotstepper (From "Ready To Wear")
12/17/94	Ini Kamoze	Here Comes The Hotstepper (From "Ready To Wear")
12/10/94	Boyz II Men	On Bended Knee
12/3/94	Boyz II Men	On Bended Knee
11/26/94	Boyz II Men	I'll Make Love To You
11/19/94	Boyz II Men	I'll Make Love To You
11/12/94	Boyz II Men	I'll Make Love To You
11/5/94	Boyz II Men	I'll Make Love To You
10/29/94	Boyz II Men	I'll Make Love To You
10/22/94	Boyz II Men	I'll Make Love To You
10/15/94	Boyz II Men	I'll Make Love To You
10/8/94	Boyz II Men	I'll Make Love To You
10/1/94	Boyz II Men	I'll Make Love To You
9/24/94	Boyz II Men	I'll Make Love To You
9/17/94	Boyz II Men	I'll Make Love To You
9/10/94	Boyz II Men	I'll Make Love To You
9/3/94	Boyz II Men	I'll Make Love To You
8/27/94	Boyz II Men	I'll Make Love To You
8/20/94	Lisa Loeb & Nine Stories	Stay (I Missed You) (From "Reality Bites")
8/13/94	Lisa Loeb & Nine Stories	Stay (I Missed You) (From "Reality Bites")
8/6/94	Lisa Loeb & Nine Stories	Stay (I Missed You) (From "Reality Bites")
7/30/94	All-4-One	I Swear
7/23/94	All-4-One	I Swear
7/16/94	All-4-One	I Swear
7/9/94	All-4-One	I Swear
7/2/94	All-4-One	I Swear
6/25/94	All-4-One	I Swear
6/18/94	All-4-One	I Swear
6/11/94	All-4-One	I Swear
6/4/94	All-4-One	I Swear
5/28/94	All-4-One	I Swear
5/21/94	All-4-One	I Swear
5/14/94	Ace Of Base	The Sign
5/7/94	Ace Of Base	The Sign
4/30/94	R. Kelly	Bump N' Grind
4/23/94	R. Kelly	Bump N' Grind
4/16/94	R. Kelly	Bump N' Grind
4/9/94	R. Kelly	Bump N' Grind
4/2/94	Ace Of Base	The Sign
3/26/94	Ace Of Base	The Sign
3/19/94	Ace Of Base	The Sign
3/12/94	Ace Of Base	The Sign
3/5/94	Celine Dion	The Power Of Love
2/26/94	Celine Dion	The Power Of Love
2/19/94	Celine Dion	The Power Of Love
2/12/94	Celine Dion	The Power Of Love
2/5/94	Bryan Adams/Rod Stewart/Sting	All For Love
1/29/94	Bryan Adams/Rod Stewart/Sting	All For Love
1/22/94	Bryan Adams/Rod Stewart/Sting	All For Love
1/15/94	Mariah Carey	Hero
1/8/94	Mariah Carey	Hero
1/1/94	Mariah Carey	Hero
12/25/93	Mariah Carey	Hero
12/18/93	Janet Jackson	Again
12/11/93	Janet Jackson	Again
12/4/93	Meat Loaf	I'd Do Anything For Love (But I Won't Do That)
11/27/93	Meat Loaf	I'd Do Anything For Love (But I Won't Do That)
11/20/93	Meat Loaf	I'd Do Anything For Love (But I Won't Do That)
11/13/93	Meat Loaf	I'd Do Anything For Love (But I Won't Do That)
11/6/93	Meat Loaf	I'd Do Anything For Love (But I Won't Do That)
10/30/93	Mariah Carey	Dreamlover
10/23/93	Mariah Carey	Dreamlover
10/16/93	Mariah Carey	Dreamlover
10/9/93	Mariah Carey	Dreamlover
10/2/93	Mariah Carey	Dreamlover
9/25/93	Mariah Carey	Dreamlover
9/18/93	Mariah Carey	Dreamlover
9/11/93	Mariah Carey	Dreamlover
9/4/93	UB40	Can't Help Falling In Love (From "Sliver")
8/28/93	UB40	Can't Help Falling In Love (From "Sliver")
8/21/93	UB40	Can't Help Falling In Love (From "Sliver")
8/14/93	UB40	Can't Help Falling In Love (From "Sliver")
8/7/93	UB40	Can't Help Falling In Love (From "Sliver")
7/31/93	UB40	Can't Help Falling In Love (From "Sliver")
7/24/93	UB40	Can't Help Falling In Love (From "Sliver")
7/17/93	SWV	Weak
7/10/93	SWV	Weak
7/3/93	Janet Jackson	That's The Way Love Goes
6/26/93	Janet Jackson	That's The Way Love Goes
6/19/93	Janet Jackson	That's The Way Love Goes
6/12/93	Janet Jackson	That's The Way Love Goes
6/5/93	Janet Jackson	That's The Way Love Goes
5/29/93	Janet Jackson	That's The Way Love Goes
5/22/93	Janet Jackson	That's The Way Love Goes
5/15/93	Janet Jackson	That's The Way Love Goes
5/8/93	Silk	Freak Me
5/1/93	Silk	Freak Me
4/24/93	Snow	Informer
4/17/93	Snow	Informer
4/10/93	Snow	Informer
4/3/93	Snow	Informer
3/27/93	Snow	Informer
3/20/93	Snow	Informer
3/13/93	Snow	Informer
3/6/93	Peabo Bryson & Regina Belle	A Whole New World (Aladdin's Theme)
2/27/93	Whitney Houston	I Will Always Love You
2/20/93	Whitney Houston	I Will Always Love You
2/13/93	Whitney Houston	I Will Always Love You
2/6/93	Whitney Houston	I Will Always Love You
1/30/93	Whitney Houston	I Will Always Love You
1/23/93	Whitney Houston	I Will Always Love You
1/16/93	Whitney Houston	I Will Always Love You
1/9/93	Whitney Houston	I Will Always Love You
1/2/93	Whitney Houston	I Will Always Love You
12/26/92	Whitney Houston	I Will Always Love You
12/19/92	Whitney Houston	I Will Always Love You
12/12/92	Whitney Houston	I Will Always Love You
12/5/92	Whitney Houston	I Will Always Love You
11/28/92	Whitney Houston	I Will Always Love You
11/21/92	The Heights	How Do You Talk To An Angel
11/14/92	The Heights	How Do You Talk To An Angel
11/7/92	Boyz II Men	End Of The Road (From "Boomerang")
10/31/92	Boyz II Men	End Of The Road (From "Boomerang")
10/24/92	Boyz II Men	End Of The Road (From "Boomerang")
10/17/92	Boyz II Men	End Of The Road (From "Boomerang")
10/10/92	Boyz II Men	End Of The Road (From "Boomerang")
10/3/92	Boyz II Men	End Of The Road (From "Boomerang")
9/26/92	Boyz II Men	End Of The Road (From "Boomerang")
9/19/92	Boyz II Men	End Of The Road (From "Boomerang")
9/12/92	Boyz II Men	End Of The Road (From "Boomerang")
9/5/92	Boyz II Men	End Of The Road (From "Boomerang")
8/29/92	Boyz II Men	End Of The Road (From "Boomerang")
8/22/92	Boyz II Men	End Of The Road (From "Boomerang")
8/15/92	Boyz II Men	End Of The Road (From "Boomerang")
8/8/92	Madonna	This Used To Be My Playground
8/1/92	Sir Mix-A-Lot	Baby Got Back
7/25/92	Sir Mix-A-Lot	Baby Got Back
7/18/92	Sir Mix-A-Lot	Baby Got Back
7/11/92	Sir Mix-A-Lot	Baby Got Back
7/4/92	Sir Mix-A-Lot	Baby Got Back
6/27/92	Mariah Carey	I'll Be There
6/20/92	Mariah Carey	I'll Be There
6/13/92	Kris Kross	Jump
6/6/92	Kris Kross	Jump
5/30/92	Kris Kross	Jump
5/23/92	Kris Kross	Jump
5/16/92	Kris Kross	Jump
5/9/92	Kris Kross	Jump
5/2/92	Kris Kross	Jump
4/25/92	Kris Kross	Jump
4/18/92	Vanessa Williams	Save The Best For Last
4/11/92	Vanessa Williams	Save The Best For Last
4/4/92	Vanessa Williams	Save The Best For Last
3/28/92	Vanessa Williams	Save The Best For Last
3/21/92	Vanessa Williams	Save The Best For Last
3/14/92	Mr. Big	To Be With You
3/7/92	Mr. Big	To Be With You
2/29/92	Mr. Big	To Be With You
2/22/92	Right Said Fred	I'm Too Sexy
2/15/92	Right Said Fred	I'm Too Sexy
2/8/92	Right Said Fred	I'm Too Sexy
2/1/92	George Michael/Elton John	Don't Let The Sun Go Down On Me
1/25/92	Color Me Badd	All 4 Love
1/18/92	Michael Jackson	Black Or White
1/11/92	Michael Jackson	Black Or White
1/4/92	Michael Jackson	Black Or White
12/28/91	Michael Jackson	Black Or White
12/21/91	Michael Jackson	Black Or White
12/14/91	Michael Jackson	Black Or White
12/7/91	Michael Jackson	Black Or White
11/30/91	P.M. Dawn	Set Adrift On Memory Bliss
11/23/91	Michael Bolton	When A Man Loves A Woman
11/16/91	Prince And The N.P.G.	Cream
11/9/91	Prince And The N.P.G.	Cream
11/2/91	Karyn White	Romantic
10/26/91	Mariah Carey	Emotions
10/19/91	Mariah Carey	Emotions
10/12/91	Mariah Carey	Emotions
10/5/91	Marky Mark & The Funky Bunch Featuring Loleatta Holloway	Good Vibrations
9/28/91	Color Me Badd	I Adore Mi Amor
9/21/91	Color Me Badd	I Adore Mi Amor
9/14/91	Paula Abdul	The Promise Of A New Day
9/7/91	Bryan Adams	(Everything I Do) I Do It For You
8/31/91	Bryan Adams	(Everything I Do) I Do It For You
8/24/91	Bryan Adams	(Everything I Do) I Do It For You
8/17/91	Bryan Adams	(Everything I Do) I Do It For You
8/10/91	Bryan Adams	(Everything I Do) I Do It For You
8/3/91	Bryan Adams	(Everything I Do) I Do It For You
7/27/91	Bryan Adams	(Everything I Do) I Do It For You
7/20/91	EMF	Unbelievable
7/13/91	Paula Abdul	Rush Rush
7/6/91	Paula Abdul	Rush Rush
6/29/91	Paula Abdul	Rush Rush
6/22/91	Paula Abdul	Rush Rush
6/15/91	Paula Abdul	Rush Rush
6/8/91	Extreme	More Than Words
6/1/91	Mariah Carey	I Don't Wanna Cry
5/25/91	Mariah Carey	I Don't Wanna Cry
5/18/91	Hi-Five	I Like The Way (The Kissing Game)
5/11/91	Roxette	Joyride
5/4/91	Amy Grant	Baby Baby
4/27/91	Amy Grant	Baby Baby
4/20/91	Wilson Phillips	You're In Love
4/13/91	Londonbeat	I've Been Thinking About You
4/6/91	Gloria Estefan	Coming Out Of The Dark
3/30/91	Gloria Estefan	Coming Out Of The Dark
3/23/91	Timmy T.	One More Try
3/16/91	Mariah Carey	Someday
3/9/91	Mariah Carey	Someday
3/2/91	Whitney Houston	All The Man That I Need
2/23/91	Whitney Houston	All The Man That I Need
2/16/91	C+C Music Factory	Gonna Make You Sweat (Everybody Dance Now)
2/9/91	C+C Music Factory	Gonna Make You Sweat (Everybody Dance Now)
2/2/91	Surface	The First Time
1/26/91	Surface	The First Time
1/19/91	Janet Jackson	Love Will Never Do (Without You)
1/12/91	Madonna	Justify My Love
1/5/91	Madonna	Justify My Love
12/29/90	Stevie B	Because I Love You (The Postman Song)
12/22/90	Stevie B	Because I Love You (The Postman Song)
12/15/90	Stevie B	Because I Love You (The Postman Song)
12/8/90	Stevie B	Because I Love You (The Postman Song)
12/1/90	Whitney Houston	I'm Your Baby Tonight
11/24/90	Mariah Carey	Love Takes Time
11/17/90	Mariah Carey	Love Takes Time
11/10/90	Mariah Carey	Love Takes Time
11/3/90	Vanilla Ice	Ice Ice Baby
10/27/90	Janet Jackson	Black Cat
10/20/90	James Ingram	I Don't Have The Heart
10/13/90	George Michael	Praying For Time
10/6/90	Maxi Priest	Close To You
9/29/90	Nelson	(Can't Live Without Your) Love And Affection
9/22/90	Wilson Phillips	Release Me
9/15/90	Wilson Phillips	Release Me
9/8/90	Jon Bon Jovi	Blaze Of Glory (From "Young Guns II")
9/1/90	Sweet Sensation	If Wishes Came True
8/25/90	Mariah Carey	Vision Of Love
8/18/90	Mariah Carey	Vision Of Love
8/11/90	Mariah Carey	Vision Of Love
8/4/90	Mariah Carey	Vision Of Love
7/28/90	Glenn Medeiros Featuring Bobby Brown	She Ain't Worth It
7/21/90	Glenn Medeiros Featuring Bobby Brown	She Ain't Worth It
7/14/90	New Kids On The Block	Step By Step
7/7/90	New Kids On The Block	Step By Step
6/30/90	New Kids On The Block	Step By Step
6/23/90	Roxette	It Must Have Been Love (From "Pretty Woman")
6/16/90	Roxette	It Must Have Been Love (From "Pretty Woman")
6/9/90	Wilson Phillips	Hold On
6/2/90	Madonna	Vogue
5/26/90	Madonna	Vogue
5/19/90	Madonna	Vogue
5/12/90	Sinead O'Connor	Nothing Compares 2 U
5/5/90	Sinead O'Connor	Nothing Compares 2 U
4/28/90	Sinead O'Connor	Nothing Compares 2 U
4/21/90	Sinead O'Connor	Nothing Compares 2 U
4/14/90	Tommy Page	I'll Be Your Everything
4/7/90	Taylor Dayne	Love Will Lead You Back
3/31/90	Alannah Myles	Black Velvet
3/24/90	Alannah Myles	Black Velvet
3/17/90	Janet Jackson	Escapade
3/10/90	Janet Jackson	Escapade
3/3/90	Janet Jackson	Escapade
2/24/90	Paula Abdul (Duet With The Wild Pair)	Opposites Attract
2/17/90	Paula Abdul (Duet With The Wild Pair)	Opposites Attract
2/10/90	Paula Abdul (Duet With The Wild Pair)	Opposites Attract
2/3/90	Michael Bolton	How Am I Supposed To Live Without You
1/27/90	Michael Bolton	How Am I Supposed To Live Without You
1/20/90	Michael Bolton	How Am I Supposed To Live Without You
1/13/90	Phil Collins	Another Day In Paradise
1/6/90	Phil Collins	Another Day In Paradise
12/30/89	Phil Collins	Another Day In Paradise
12/23/89	Phil Collins	Another Day In Paradise
12/16/89	Billy Joel	We Didn't Start The Fire
12/9/89	Billy Joel	We Didn't Start The Fire
12/2/89	Milli Vanilli	Blame It On The Rain
11/25/89	Milli Vanilli	Blame It On The Rain
11/18/89	Bad English	When I See You Smile
11/11/89	Bad English	When I See You Smile
11/4/89	Roxette	Listen To Your Heart
10/28/89	Janet Jackson	Miss You Much
10/21/89	Janet Jackson	Miss You Much
10/14/89	Janet Jackson	Miss You Much
10/7/89	Janet Jackson	Miss You Much
9/30/89	Milli Vanilli	Girl I'm Gonna Miss You
9/23/89	Milli Vanilli	Girl I'm Gonna Miss You
9/16/89	Gloria Estefan	Don't Wanna Lose You
9/9/89	New Kids On The Block	Hangin' Tough
9/2/89	Paula Abdul	Cold Hearted
8/26/89	Richard Marx	Right Here Waiting
8/19/89	Richard Marx	Right Here Waiting
8/12/89	Richard Marx	Right Here Waiting
8/5/89	Prince	Batdance (From "Batman")
7/29/89	Martika	Toy Soldiers
7/22/89	Martika	Toy Soldiers
7/15/89	Simply Red	If You Don't Know Me By Now
7/8/89	Fine Young Cannibals	Good Thing
7/1/89	Milli Vanilli	Baby Don't Forget My Number
6/24/89	Richard Marx	Satisfied
6/17/89	New Kids On The Block	I'll Be Loving You (Forever)
6/10/89	Bette Midler	Wind Beneath My Wings (From "Beaches")
